,id,date,like_count,view_count,comment_count,sentiment,positive_count,negative_count,neutral_count,avg_anger_per,avg_fear_per,avg_trust_per,avg_surprise_per,avg_positive_per,avg_negative_per,avg_sadness_per,avg_disgust_per,avg_joy_per,avg_anticipation_per
18,oBdalzRJR5g,2011-03-01T17:05:21Z,6139,622486,1124,0.06358550185873607,86,57,126,0.06835916866701673,0.055728917471301195,0.10914167463981712,0.02773096079854402,0.1712547631492908,0.15196863988445963,0.06169337757091326,0.011823608102931267,0.0322731283633732,0.10556479480960185
19,_mCC-68LyZM,2011-03-03T15:17:37Z,17701,2177240,4726,0.10585136186770429,88,57,112,0.06727962183755108,0.05893176759697186,0.1219851566396953,0.020102298990824066,0.1949914552547408,0.15287394138656607,0.05953488391357529,0.019075731378682112,0.023679234302517147,0.07921127834868173
20,d57C2drB_wc,2011-03-08T21:43:20Z,5923,434636,960,0.1281625,136,77,75,0.03135602086769713,0.0407838245628443,0.10305020558389072,0.027093470314939964,0.17981735766429352,0.13200126453585703,0.06194863136428402,0.015394914392127226,0.03339422310790688,0.0626600876061592
21,Yf0BN0kq7OU,2011-03-10T22:47:14Z,13266,955960,1936,0.06661305841924399,105,83,103,0.05724834446875595,0.05470540391984004,0.08921862979151252,0.020135436259524537,0.14899036587864684,0.1974906429074317,0.03337067092772882,0.022076376104127323,0.03230223985939016,0.10047563558750945
22,lRbI_vPyOnc,2011-03-14T13:56:33Z,4344,368380,532,0.22681262798634813,153,51,89,0.01511509631816799,0.0329395263439632,0.0718127665999051,0.03203611010868061,0.19285806418597867,0.05011474509363857,0.02656507330164596,0.01826867008607623,0.07540519536747307,0.06508953075146716
23,eVtCO84MDj8,2011-03-17T17:43:58Z,54426,1475536,2981,0.222671119133574,158,59,60,0.0315259843743983,0.08056433019623988,0.14784065121529022,0.021601601010737274,0.24097653384957476,0.07931495019863624,0.02339569681208002,0.01657707541550408,0.05246196177810322,0.07108417543824468
24,SeDaOigLBTU,2011-03-22T12:39:02Z,3933,310327,369,0.25180328467153285,151,40,83,0.0223444300182679,0.038648989206038764,0.10677893519806697,0.02506715522706687,0.2637624668838653,0.078826980954334,0.031118845138726044,0.013688941303712721,0.04309862646637522,0.05184711135537105
25,ph8xusY3GTM,2011-03-23T03:23:41Z,41576,3070385,3547,0.17434379310344827,134,38,118,0.017322102927204788,0.037650742878937604,0.05076289730690472,0.07387621708185692,0.12027788008749733,0.07654978764413017,0.026195921781621577,0.01936803899278544,0.04842703388761242,0.1123279981011042
26,wQmnztyXwVA,2011-03-25T21:23:17Z,13760,989446,2515,-0.03592452107279693,86,98,77,0.04816081420491753,0.11654907537190225,0.07758625330235913,0.018576124591850127,0.14232881266124228,0.19062929606121606,0.0571277202103073,0.032061023432775865,0.03318165237703808,0.06923984081321129
27,rmI_9Hty-Lw,2011-03-28T06:09:48Z,2170,162100,751,0.0965153024911032,138,92,51,0.02881489048926092,0.05831757399571879,0.09866080217701718,0.032807542185010995,0.23385254181311763,0.16219541156171477,0.03930692731023916,0.05011329199040775,0.0399071378381436,0.0638530621340311
28,UxbeLdXnaGU,2011-03-31T02:21:12Z,3989,318879,284,0.09025528846153846,90,60,58,0.051249853903033375,0.05205198130991354,0.08313077011418206,0.03084304653430055,0.16142399979583516,0.1665557162726768,0.05425482761552241,0.024622942819359592,0.03176614070193402,0.07967764401016557
29,sehKAccM8p0,2011-04-09T14:18:07Z,12760,728956,934,0.029257105943152457,140,125,122,0.029935062600776944,0.12722989748352734,0.08087623795190693,0.02637710830169644,0.14162858358002278,0.17528639245190059,0.04658142568775148,0.03619779812887585,0.03197195332880048,0.05068556632453444
30,1ZcOusmB4Ls,2011-04-12T11:30:00Z,10952,415554,1414,0.16110506329113924,180,70,145,0.02761327486941783,0.06374959284117884,0.04607043200863007,0.02347592632402759,0.14556165312308275,0.07047220918404834,0.021641752390077037,0.012071610857910187,0.039492644775593395,0.05618001755008457
31,tYmMtSWPQEI,2011-04-29T11:54:25Z,3305,224629,283,0.01840622009569378,72,64,73,0.03430978198983739,0.14458204829018226,0.06212311721314492,0.0265941211106157,0.1662460222048487,0.17461316302917915,0.034064052850252796,0.030436126196010355,0.024049125604149527,0.0398245467749371
32,cY-kiddvAg0,2011-05-02T06:49:07Z,7074,285923,520,0.3069095890410959,172,33,87,0.013489007518191556,0.028864520265651894,0.08067388839239643,0.022268646704694948,0.20845611728950025,0.045957585570078126,0.025366411928353563,0.020232310539040736,0.07872050253862345,0.04788881747264713
33,5yFnO2O6XPM,2011-05-08T23:48:48Z,7410,467035,2301,0.08760664335664337,101,61,124,0.01407464695455168,0.018650098444145904,0.10176107889483473,0.029365090411918347,0.15900901835220438,0.08802321362564725,0.0346157210836886,0.017047955678679793,0.03505047937881409,0.08282227759509565
34,zuMjnP1YbPw,2011-05-12T23:10:34Z,6807,411244,1931,0.1894031141868512,152,58,79,0.03612999435646693,0.06546166597317955,0.11935180107332036,0.04343125909712665,0.17977305367048205,0.10113582349955892,0.041887205128256076,0.03699936136882107,0.07891887921251374,0.09621891509778328
35,lYc7kHXW0xg,2011-05-19T05:42:18Z,953,66219,87,0.1805092105263158,34,15,27,0.02666685095090668,0.035856491719494815,0.06564573197700133,0.03456158779301194,0.18313062066932037,0.08728438743918619,0.0385547201336675,0.009628237259816206,0.07727376038134552,0.046660769570986284
36,FhmLBxyX8Dw,2011-05-25T09:07:13Z,1180,265237,207,0.07613868613138686,44,24,69,0.045784510442088804,0.06912682369155104,0.08058012904513548,0.02369060648096715,0.17074870140831927,0.08861705061790935,0.04971294389499628,0.00827435320511748,0.023815912332979743,0.06008692508531495
37,exG4aGlCmEE,2011-05-25T09:09:01Z,447,61912,30,0.08900000000000001,10,5,9,0.03906357832988268,0.10166278467908903,0.07485334713595583,0.022321428571428572,0.2822959799861974,0.11751854727398205,0.08651440648723258,0.016865079365079364,0.0220734126984127,0.07016476880607316
38,EyT3Yukdlu4,2011-05-25T09:10:40Z,386,55066,12,-0.008388888888888881,3,4,2,0.06984126984126984,0.023809523809523808,0.09894179894179894,0.023809523809523808,0.1259259259259259,0.1253968253968254,0.05555555555555555,0.030158730158730163,0.05925925925925926,0.05396825396825397
39,KI5CUGQET5I,2011-05-25T09:14:57Z,396,50414,13,-0.11656,3,4,3,0.048290598290598286,0.12173382173382172,0.025396825396825397,0.025824175824175823,0.15995115995115994,0.1714896214896215,0.058089133089133084,0.025396825396825397,0.025824175824175823,0.138003663003663
40,vKsof8ax_Ns,2011-05-25T09:19:10Z,1086,114826,364,0.174905859375,131,67,58,0.05513242461728258,0.06300799104361259,0.07284339468100157,0.025071429952254875,0.21008148512919514,0.1612002253698264,0.06528401665183343,0.012592944686038117,0.03173359717230393,0.08039624069665138
41,wzH_8TZ6oGI,2011-05-25T09:21:57Z,378,41204,65,-0.02409117647058823,8,11,15,0.01838235294117647,0.025735294117647058,0.04975490196078431,0.029411764705882353,0.1281862745098039,0.14705882352941177,0.04191176470588236,0.02818627450980392,0.017401960784313726,0.043382352941176476
42,YJbKieEC49M,2011-05-29T23:26:31Z,12173,661888,961,0.16348736842105263,133,54,98,0.025293848240072494,0.03315835210740312,0.12324506946865271,0.03035892131429889,0.23690467218129083,0.10122979968685986,0.023750109278107664,0.022030683741210057,0.04181770127590561,0.1025617198991812
43,liqF6EamiE4,2011-06-13T22:30:47Z,53079,2477455,3344,0.1454744827586207,115,47,128,0.016889830215334647,0.020207862061310335,0.11545081043040172,0.07998759271961389,0.21907469833484672,0.0778895458160953,0.017052902328389585,0.015703634734007318,0.06432421458232469,0.09755683981215856
44,hNGJ0WHXMyE,2011-06-29T08:09:46Z,21660,1042504,1932,0.12684618181818183,114,64,97,0.03375670263721158,0.026472362456319676,0.09332903313827157,0.025381380651434127,0.16750616239948712,0.17574855630774863,0.02754574362060993,0.02301599054540231,0.04452578023120158,0.06271828801231345
45,4qe1Ueifekg,2011-07-10T15:26:11Z,24246,1961041,1758,0.09592061855670103,108,55,128,0.03254117017003615,0.06476845033546065,0.0464904190080533,0.02445105135012894,0.12587896443702196,0.07751415728219853,0.018485288249260035,0.012482954235531555,0.027028047965378405,0.05833200555799579
46,bcstc1ozczQ,2011-07-17T00:18:42Z,14155,819386,1150,0.14486575342465755,115,42,135,0.021318462264523906,0.02856365238642636,0.09998491076402036,0.021894524013530862,0.1544123025629875,0.06421159050867956,0.05160865707098584,0.01046884368802177,0.055951989569284086,0.08062616306195074
47,TQxeutcYP6I,2011-07-21T16:15:14Z,17556,1044154,3340,0.10136655290102388,115,63,115,0.035321306006138344,0.04340389482050793,0.11262811580658,0.026890677264364497,0.1775128122139783,0.1651963129893714,0.01790829745832963,0.009536288576693603,0.045506371392004016,0.10329728865974558
48,9zso7ChaQXQ,2011-07-24T18:57:01Z,35556,2046234,3613,0.1760156794425087,117,38,132,0.03452872569093906,0.03861978892101288,0.10383800689050955,0.019554542791524705,0.1945031934650693,0.09729094104165596,0.02996398071862935,0.02281808218677832,0.05065636396648211,0.07721592136572628
49,Stx6kLd9dYI,2011-08-05T05:42:08Z,11981,801191,1140,0.030316483516483517,86,81,106,0.05725624279946632,0.02383958949979442,0.0937032124714024,0.017655307766062136,0.1691172038680561,0.18682865946726926,0.022158591139608785,0.016799395635987736,0.03657027281646983,0.046401194865553365
50,gM3zP72-rJE,2011-08-14T02:49:29Z,74546,2983150,3277,0.09320284697508897,115,77,89,0.03322731684150985,0.01972075763419703,0.08579297624200283,0.034023451312021544,0.160676669526366,0.17380880173951138,0.0248090348467154,0.01504927456884752,0.035846755063836916,0.07540795154883495
51,qQCVnjGUv24,2011-08-21T05:54:46Z,16615,1273987,1081,0.07715535714285715,100,65,115,0.030013273592152258,0.027594367446607843,0.06253848573170084,0.022330009952489818,0.13075826517952474,0.15530987541613983,0.026121310498233116,0.01166905446549169,0.021659745974715334,0.08700561174294452
52,1iIv1SuS164,2011-08-21T07:46:13Z,9261,974317,345,0.05764017094017094,69,37,128,0.012008362008362009,0.015142376780307814,0.02414369368392357,0.021062978103207987,0.11383546211132417,0.12300079124791768,0.015951380462874715,0.009609483747414783,0.017975500446764815,0.048979373117304145
53,CRSDxGtcsxE,2011-08-22T23:20:37Z,1517,189958,297,0.08299242424242424,83,44,71,0.019797164115345933,0.032671635323150476,0.08748337100609828,0.014323723414632505,0.3333809498582226,0.08844420870936022,0.02381120562938745,0.025533333109090686,0.06037480336722761,0.03640182768970648
54,EJrmR-RGjUM,2011-08-24T22:09:59Z,3290,401701,779,0.05375762081784386,89,59,121,0.019337326405414842,0.024656260332483474,0.07874697493973105,0.014998569819774373,0.17427512251464627,0.13515936631391187,0.029300173772591972,0.02265690026402216,0.02783803122360674,0.056674397090397184
55,KzOkuGQC3Rw,2011-08-27T16:28:41Z,11666,934379,918,0.18414930555555556,139,48,101,0.03276157935186417,0.031982817285386586,0.06304830241618667,0.024079805745521602,0.16876216813747827,0.0725209709953618,0.019560572506877906,0.0216936585193322,0.06911136812567664,0.05550653469409195
56,1erU-Cwcl2c,2011-08-30T01:28:11Z,16347,1833150,847,0.12564074074074075,113,48,136,0.04852846321878072,0.03638338589687114,0.06894075793162568,0.03468151050819164,0.09321435583551628,0.09229388606729792,0.03327335693432725,0.026584009065279572,0.027132715064139282,0.17196419247460348
57,X-QFAB0gEtE,2011-08-30T03:12:12Z,33116,1610384,1460,0.11469609929078016,119,54,109,0.037450405711617306,0.03474551900559615,0.06915987245041684,0.052775687643608044,0.1441799531712407,0.10203416566491005,0.04938146893566022,0.024506992715285038,0.05419737595839271,0.1230579204454006
58,Jeb3O87iXWI,2011-09-05T10:37:25Z,1707,170290,198,0.1965695945945946,71,28,49,0.03393648393648394,0.03358421450526714,0.0858776429596863,0.02404265167423062,0.14880722069189561,0.10133347567558093,0.09523685013236097,0.017286751497277812,0.04894668431820135,0.0393264029873937
59,p3b9pK-O6cE,2011-09-07T03:53:24Z,22793,1529516,2605,0.0006186851211072695,83,83,123,0.023077028447179605,0.05100103790460738,0.060500437157694494,0.023465122515841874,0.09626321163609453,0.1304957995019004,0.036512791625703665,0.0360334029474441,0.027280712923127785,0.06208325810857226
60,KCL8zqjXbME,2011-09-15T18:22:41Z,8246,1189052,1737,-0.018981533101045295,80,96,111,0.018584000204209264,0.049927463167881284,0.09269874531198573,0.015232754082928299,0.15871866229009085,0.1405739343892654,0.023688806354311583,0.02442300247178296,0.022420813797120416,0.053034953818925944
61,oKb2tCtpvNU,2011-09-22T02:57:11Z,7990,988549,1277,0.10531301369863014,127,76,89,0.05197472945258092,0.051161025216505535,0.09354488276037541,0.02960126177683718,0.16889826613685496,0.1576258586434969,0.08135255390942504,0.017720774342564513,0.026606299632343695,0.1160348960742213
62,eCMmmEEyOO0,2011-09-22T05:29:26Z,18756,2468528,1705,0.123645390070922,114,56,112,0.041497442945343084,0.02381435565236485,0.08291458610348608,0.026287344053975516,0.17428649827119627,0.11137315049281037,0.06408507998987412,0.013209202632351149,0.027607713996818935,0.11222959040078671
63,wGIZKETKKdw,2011-09-22T06:40:34Z,2456,699003,129,0.14844062500000002,45,18,33,0.03310738084675105,0.028995511274880977,0.11489582467195537,0.02208610017783737,0.22110852455673005,0.08726016828130378,0.04786678787464349,0.010039902066314605,0.025620056785842893,0.13818641013040706
64,RwTjsRt0Fzo,2011-10-02T06:14:26Z,19501,2535484,2045,0.12169471698113207,91,40,134,0.02214580370266924,0.040437979327787296,0.05982799603828649,0.020085307675197315,0.1518894407839605,0.05430871511468542,0.015701443506084052,0.01589304702538426,0.03797064191180791,0.07230566264998656
65,JsytnJ_pSf8,2011-10-10T15:58:44Z,15839,1694848,1095,0.06984712230215827,98,63,117,0.03733490782495796,0.04744465173734999,0.06148560784884124,0.0308982030976123,0.14127669590829958,0.13032413806757664,0.0760152979553604,0.01432323482052993,0.03270737415166609,0.10444888139356126
66,dMwr0VYuExE,2011-10-17T00:19:33Z,1181,54971,126,0.30235963302752294,65,18,26,0.0198307668734591,0.04659790751000071,0.144196583773709,0.027783495088276995,0.2515943348412435,0.07463427278093272,0.10245174128946624,0.030748202728129524,0.045441867880510266,0.07323458870216185
67,YHBvOOX3RJQ,2011-10-23T18:28:55Z,2773,238451,335,0.17196296296296296,128,56,86,0.029883089556292174,0.03970343089896467,0.10632163577969678,0.042656361229345977,0.18450522546927775,0.0925650856043013,0.05844504382086081,0.01673150973532237,0.03082984946547038,0.09095136103306038
68,vVKFBaaL4uM,2011-11-01T20:05:36Z,39561,2263082,5972,0.07807132352941176,97,67,108,0.035005987654874705,0.04197189278645569,0.07573851523137695,0.02415339117862439,0.18856079360065992,0.13998509083781008,0.040183846317558156,0.016756940619799716,0.025924192893669637,0.1323075841732884
69,357_DHp3Nys,2011-11-11T02:54:54Z,1442,57553,192,0.1586431693989071,86,33,64,0.0209121168353265,0.02315338449937242,0.11933669554526785,0.02115114384882948,0.2659871593580927,0.07259823150677334,0.028187593092683687,0.018165228022863914,0.03494405251878733,0.08408898493593718
70,23f1jvGUWJs,2011-11-25T03:19:28Z,18096,1346426,781,0.13011021126760564,117,49,118,0.07353180097807133,0.05965029965194086,0.09747067107157459,0.021907750896569107,0.16361102368935354,0.12567292522872692,0.023328864579238034,0.010546983764171987,0.030392665307850546,0.055858845818418594
71,UMnQWn1rkAA,2011-12-03T15:38:43Z,2142,69791,165,0.2921014084507042,73,14,55,0.01974861992467626,0.02798074382581425,0.09066477341125229,0.026113772768702345,0.2229680335314138,0.08956477794505963,0.01641240215183877,0.01267025228292834,0.08783198413480103,0.06097421748830199
72,Jip3BbZBpsM,2011-12-12T18:33:33Z,4355,591644,692,0.08009653979238754,112,69,108,0.015418219965383256,0.028778040710931634,0.1481154590580655,0.04483317283577104,0.20792704868411546,0.09630882368684647,0.032409407342291245,0.018168212454834153,0.04176067071000066,0.09984495839259101
73,PifL8bAybyc,2011-12-19T10:35:12Z,56719,2658275,2121,0.14906470588235296,114,38,137,0.01998412592700572,0.030448316525051717,0.06759294414387776,0.021876278676015142,0.17134271300859408,0.07868518229901028,0.024916795650027572,0.015092046348862315,0.04845799604699194,0.07177661175518632
74,1tXPVTIisl0,2011-12-31T05:53:54Z,3460,332319,194,0.15678011363636363,75,32,69,0.018777466220648038,0.056265987800078715,0.05178653417289781,0.05070018365472911,0.14383731798504526,0.09463506821461366,0.011609602518693429,0.004541150137741047,0.032343934474616295,0.058230027548209363
75,I_rw-AJqpCM,2012-01-07T02:55:10Z,30346,1824540,2263,0.059940625000000004,89,68,131,0.01361811105261458,0.024845047746395784,0.1645725785934194,0.01253428053796448,0.2785602548939095,0.09939929914280554,0.019579697134171667,0.015357487791991318,0.0382316463241783,0.06941270789366048
76,m8IGMFr62-Q,2012-01-15T03:55:31Z,841,52622,117,0.26563963963963966,69,13,29,0.01265083265083265,0.025782761572235257,0.05490626648521386,0.0320243278138015,0.21169859538280592,0.05344899923847292,0.03803501382448751,0.012933972933972934,0.06459590828011881,0.05248188037661722
77,t-3jnOIJg4k,2012-01-25T02:21:26Z,9872,807359,403,0.21031927272727274,135,30,110,0.02622033522033522,0.03557990494354131,0.10017668190395464,0.018852763398217943,0.23159578805033348,0.08476906931452387,0.016437138618956803,0.019187630551266915,0.053251586797041346,0.06483819211091939
78,HUmZrtiXDik,2012-02-01T07:18:07Z,71097,5738799,6500,0.07533344827586208,103,76,111,0.029582933993816785,0.03258609659637087,0.06464639548553475,0.028683870220381377,0.1302064734219245,0.16129696875132982,0.027724536000398068,0.016466526511283545,0.03001989338526952,0.0856828573578287
79,lL2e0rWvjKI,2012-02-12T03:52:29Z,36175,1766529,4395,0.07558659420289855,107,77,92,0.032194975108296275,0.08090484372684144,0.09319584419751378,0.03655134949333237,0.1388151191649108,0.11692712811713721,0.057056128527382885,0.04170346350199093,0.05152732343633996,0.09387744791466014
80,wQTVcaA3PQw,2012-02-23T00:02:27Z,44860,5074619,2110,0.11383262411347518,93,42,147,0.0216199305707743,0.026991720915968898,0.10477224556644953,0.029549676092229287,0.1460753188348566,0.07436082076397557,0.02039582581218678,0.009164978047956771,0.024558835569473865,0.09570213718783051
81,7rAiZR_zasg,2012-03-01T15:21:30Z,28335,1991399,1286,0.14367474747474748,114,40,143,0.009735036755238775,0.025829987446149064,0.09572641817591312,0.03270128113562457,0.17554011364617425,0.09061420622026682,0.039218927350240476,0.016139825382249624,0.040876159007472136,0.10661467787730414
82,Bwf3msm7rqM,2012-03-07T13:19:28Z,1450,270603,99,0.11540666666666666,30,16,44,0.03132467840801174,0.01784556492889826,0.051904484404484405,0.020438034188034186,0.15578507911841244,0.06868511118511118,0.0096491933991934,0.007916666666666667,0.01704365079365079,0.08607420357420358
83,E9WUaBGH7_I,2012-03-07T13:39:56Z,24108,2658538,985,0.09343827586206897,106,54,130,0.020488240338207547,0.020060240371982167,0.06876615979873535,0.03409433167756461,0.13371763607322132,0.12591124881813348,0.02549259381282169,0.009480867059467464,0.01725546774283601,0.10335390396220276
84,2KZb2_vcNTg,2012-03-12T14:36:59Z,47070,2394798,4896,0.10986517241379311,103,58,129,0.03117534157178167,0.02505267073632473,0.12462525195029148,0.04904928608203679,0.19996979003279813,0.09388820674579333,0.014669008326856128,0.04902304397607844,0.0570938058027297,0.08648807753393026
85,cY_o4A1wzsg,2012-03-18T06:29:10Z,75399,2094232,7959,0.1153613475177305,136,94,52,0.029602136809877406,0.037109322378249925,0.10912635634160506,0.02707519707463798,0.2031051822954631,0.19651720232346553,0.03673959119932612,0.04228928010507675,0.06110177005470449,0.05875240113390567
86,8EGXqZRwbzw,2012-03-26T21:38:45Z,1254,82523,258,0.25060686695278966,119,23,91,0.012828043627682209,0.021061298212868125,0.08647205515054485,0.03607567067830668,0.19469721827830666,0.05804949856508474,0.019662944850528944,0.010300803841674585,0.05111863708346752,0.10200850782312368
87,knwiWm4DpvQ,2012-04-23T12:18:58Z,3169,467277,456,0.18122547425474253,179,70,120,0.03179789527788601,0.03723121668411134,0.11219472149410413,0.0362673426470414,0.19144913117997792,0.07960846836352309,0.026211111055771993,0.022409754446328096,0.06304800389739863,0.07999915712187908
88,Ux33-5k8cjg,2012-05-06T16:27:16Z,28528,1919946,4252,0.14600035714285714,132,60,88,0.01581871377589808,0.03532140361826183,0.13206858890584897,0.058758439558347905,0.23931693064837942,0.0714133128157173,0.016444484154622272,0.01081223994927119,0.07969033203668706,0.09749841167982308
89,iQOHRKKNNLQ,2012-05-13T04:04:58Z,9680,714546,1588,0.1424536332179931,125,64,100,0.03406157858062376,0.05434846259021389,0.09479917450519723,0.026182198430385856,0.1962243121149471,0.14323062508755638,0.0739232612407932,0.02008947377866572,0.03423129911528039,0.08761549690927765
90,h0SZZTBQmEs,2012-05-18T03:18:50Z,4102,486678,565,0.14099111675126905,153,51,190,0.08743333010061546,0.07784369197993572,0.08173579434727181,0.02283324949041229,0.17591476057889505,0.12944696071136194,0.034222388287280726,0.010093999342234594,0.020236864209869698,0.060746575165320664
91,ty9QSiVC2g0,2012-05-23T06:15:14Z,67744,5014943,2960,0.20202564102564102,132,40,101,0.03281160410057234,0.054406316254971006,0.0890669729178794,0.019821980192990828,0.1970407360074538,0.06570563554102023,0.03301815541171017,0.012888169706617216,0.04542932061646316,0.07252173196094454
92,mAA613hqqZ0,2012-05-27T13:50:06Z,9110,578065,725,0.14589854545454548,126,55,94,0.040528290407802564,0.043356577246601476,0.08573008678670592,0.022657059425534525,0.17680736903082536,0.11966592108305667,0.0752393414029688,0.024490424890478934,0.028418918103341104,0.1285605570772301
93,tDr26U49_VA,2012-06-05T06:28:31Z,16380,1758441,1960,0.16768035087719296,125,47,113,0.0740960532312883,0.032224681478849784,0.13595136350622158,0.03397540552688084,0.20690356150326297,0.09659124672681497,0.03293842384291641,0.010354382770902395,0.03292821269037417,0.08087877398564641
94,og1CzUmnSlE,2012-06-06T12:01:02Z,2551,139110,229,0.1620735576923077,91,42,75,0.01005198060486522,0.013440258993143607,0.07655398821264206,0.02628058373250681,0.14887571029397953,0.05131580492157416,0.0473758746595285,0.007808390861275476,0.028813133981403213,0.0702535045083122
95,uiyMuHuCFo4,2012-06-13T14:54:49Z,18914,2698253,2016,0.05336758620689655,112,88,90,0.055644323893363365,0.0549067661331705,0.11000318586831485,0.036448014812809876,0.18056643671563882,0.14142089360982574,0.08491446002198529,0.013239786632324212,0.02368194315043047,0.09917418916213686
